id,state_code,tenure,contract_length,promotions_offered,remaining_term,last_nps_rating,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
7254,ME,101,16,No,11,9,area_code_415,no,no,1,253.0481659,107,42.26702723,203.9605587,110,17.67801475,215.4786033,91,9.348771739,14.18058267,8,3.816153511,1,no
7255,WI,101,16,No,2,9,area_code_510,no,no,2,257.882207,103,42.54168872,170.8006535,117,14.26567721,186.1795594,87,8.312916681,12.98126972,4,3.428352896,3,no
7256,DC,115,13,No,1,1,area_code_415,no,no,1,150.4343495,120,25.66489058,145.2605775,113,13.19776351,263.0880647,109,12.03539325,9.299586619,3,2.498691397,5,yes
7257,PA,79,24,No,16,8,area_code_408,no,no,1,126.4840491,98,20.97655632,211.7993577,142,17.29479877,196.2159559,99,8.826491159,12.67971265,3,3.295977062,1,no
7258,MI,94,19,No,7,10,area_code_415,no,yes,31,158.2060628,106,27.2196656,217.4146517,94,19.80240545,226.4747221,93,10.42918421,8.651830563,7,2.161621736,0,no
7259,SD,91,11,No,24,10,area_code_415,no,no,0,224.9230654,111,38.83555897,218.5114639,93,19.00056724,148.3248259,148,7.093020411,13.9326461,2,3.337543771,1,no
7260,AL,109,19,No,21,1,area_code_510,no,no,1,170.1391309,123,28.8896444,185.6471151,87,16.69669984,222.8775371,128,9.775059299,14.57535622,5,3.887693856,0,no
7261,IN,63,24,No,3,2,area_code_408,no,no,1,110.1510098,93,18.49233533,193.9766738,95,16.04603534,199.0488965,92,9.008424283,10.63220436,2,2.792579305,3,no
7262,IL,148,19,No,20,9,area_code_408,no,no,3,131.9050267,90,23.67174889,234.8921083,113,21.20095751,194.2228554,86,8.753831365,15.62289106,4,4.167228236,0,no
7263,IA,47,11,No,6,2,area_code_510,no,no,2,174.9650404,92,28.19166828,136.7198348,88,11.77681306,169.4668267,90,7.502704223,10.98980088,3,2.805669461,4,yes
7264,ME,169,20,Yes,1,6,area_code_408,no,no,1,145.0503581,77,24.04039632,180.6632027,93,16.75972233,310.3986129,94,13.52129934,10.0859398,2,2.889574613,1,no
7265,CT,80,16,No,1,9,area_code_415,no,no,2,195.2978132,79,34.56874122,228.6671091,121,19.00168344,147.259126,89,6.902726486,10.87107448,1,2.85339414,1,no
7266,CO,105,22,No,18,6,area_code_510,no,no,1,143.9609972,100,24.93942786,174.8267713,96,14.29987115,169.1779839,122,7.975256009,13.73756799,5,3.294499724,1,no
7267,NJ,93,14,No,17,7,area_code_510,no,no,1,156.1578823,120,26.14625556,143.7488176,99,13.02233106,191.8105948,96,8.726656819,7.073391834,3,1.969486587,3,no
7268,ME,83,19,No,19,9,area_code_415,no,yes,21,165.1534938,98,26.9087838,196.4770202,69,16.62756455,146.0000692,81,6.638400826,11.21967067,2,3.058697048,4,no
7269,CT,96,10,No,6,7,area_code_415,no,no,0,217.9237457,60,37.78120709,242.5778427,87,20.99188997,285.0185468,114,13.07738927,12.66822253,9,3.422767385,0,no
7270,FL,126,13,No,3,6,area_code_415,no,yes,35,223.8186194,120,37.13748628,197.2916083,113,15.4906343,260.3455154,103,12.11054913,10.65547926,2,2.830135409,3,no
7271,SC,66,21,No,14,10,area_code_415,no,no,1,199.6397551,93,33.99988651,181.6231237,85,16.20606836,190.0053799,74,8.847499869,8.990371671,6,2.326251328,0,no
7272,KY,82,24,Yes,3,3,area_code_510,yes,no,1,139.6494709,107,21.89909316,211.0420282,98,17.25096569,213.3763622,148,9.044822868,14.74429574,4,3.981218616,1,yes
7273,IN,130,17,No,3,4,area_code_408,no,no,2,283.8168411,102,47.98802668,210.76385,90,16.80362941,119.6884039,105,5.888492476,11.32035215,3,3.210468254,4,yes
7274,ID,104,21,NO,1,5,area_code_415,no,no,1,247.6087792,81,43.96047095,240.2236625,112,21.18526822,256.2086993,117,10.72823183,12.53916257,10,3.310805594,0,yes
7275,CO,89,10,Yes,4,2,area_code_408,no,yes,31,180.8482393,60,30.09283563,256.3803354,90,22.66829264,245.4361148,122,11.20937303,7.975126612,7,2.051902982,1,yes
7276,GA,82,11,No,11,7,area_code_510,no,yes,31,255.5463401,73,44.19441697,199.3566526,57,17.14188622,181.0813502,78,8.243494867,9.178098667,3,2.613192191,4,no
7277,DC,71,19,No,8,7,area_code_408,no,no,2,110.0381049,89,20.09632041,195.2425236,115,16.47253572,177.8516832,123,8.848908774,11.15595145,6,3.05711477,1,no
7278,WV,82,9,No,12,7,area_code_408,no,no,0,144.197584,84,25.7864496,164.4540999,80,14.24492843,232.2544098,68,9.792054474,7.270655819,5,2.063268382,0,no
7279,CO,97,23,No,18,7,area_code_415,no,no,0,94.3441386,107,17.4863971,196.1487394,87,16.45479413,185.6562947,128,8.154292466,15.49904378,6,3.964724942,1,no
7280,MT,110,15,No,15,9,area_code_510,no,no,2,182.4668816,133,31.32545092,222.9852749,78,18.78733259,161.0709126,122,7.632420451,10.78221519,7,2.728267094,1,no
7281,GA,125,10,No,20,6,area_code_415,no,no,2,191.850642,139,32.6890958,240.8455071,83,21.21385168,164.4345381,114,7.533973748,9.845019451,5,2.458950272,2,no
7282,NH,76,24,No,7,6,area_code_408,no,no,1,148.1986433,85,24.81249728,214.2936848,114,17.67029759,206.5785924,100,9.209671457,9.257770884,5,2.488079615,1,no
7283,CA,76,15,No,19,7,area_code_415,no,yes,19,193.3303807,105,35.08656422,192.8753756,93,16.24507257,321.5662766,102,14.80875115,8.928642926,11,2.212468299,4,no
7284,DC,171,21,No,24,10,area_code_415,no,yes,33,239.6526293,79,40.29877614,217.1643874,84,18.4468994,212.8572322,116,9.553603259,7.741255841,5,1.901173261,1,no
7285,NH,154,24,No,6,1,area_code_408,no,no,1,223.5566156,28,37.70990151,136.42154,124,11.12720185,127.1063401,111,6.19452575,9.102344452,3,2.51167704,1,no
7286,WV,93,20,No,19,9,area_code_415,no,no,2,77.99201046,109,14.89445719,232.7419653,93,18.52990073,285.4810624,110,13.11901778,15.35729435,16,4.176096866,0,no
7287,SC,40,12,Yes,3,4,area_code_408,no,no,0,236.2852343,94,39.44304406,232.3803096,125,19.45969473,168.1603486,93,7.780064355,10.84062619,7,2.753110027,2,yes
7288,TN,104,18,No,8,1,area_code_415,no,yes,22,268.2467541,88,45.78461827,107.7260578,138,8.120626246,111.4492668,40,4.816127742,9.700722621,6,2.697304038,0,no
7289,CT,16,22,No,7,1,area_code_510,no,no,1,143.0857753,110,25.36316876,218.5927672,88,18.54799662,127.8132105,106,5.570118047,13.45469294,3,3.770447473,4,yes
7290,HI,107,16,No,21,6,area_code_415,no,no,1,212.1926605,122,37.11888093,165.9706304,60,14.17271124,141.6118379,87,6.386465619,14.92263693,4,3.527995323,1,no
7291,MO,82,20,No,3,9,area_code_510,no,no,1,137.4423713,114,22.01382429,163.7454781,108,15.08309027,235.5296452,86,9.830369146,9.229712015,4,2.509088362,0,no
7292,OR,67,14,No,19,9,area_code_408,no,no,2,86.77355052,78,14.86238199,260.3717068,117,22.27181061,196.6334112,130,8.711386533,9.152380735,5,2.603802289,1,no
7293,ME,70,15,No,22,6,area_code_510,no,no,1,199.2315425,86,34.74309873,181.5449545,77,15.49077295,265.7910318,80,11.72119046,9.518539709,3,2.464565681,3,no
7294,OK,60,21,No,16,7,area_code_510,no,no,0,144.6989997,102,26.63047742,170.2497272,137,15.0218277,247.2856916,58,10.78364748,14.57428952,4,3.917923751,1,no
7295,NJ,93,17,No,4,2,area_code_415,no,no,3,89.26878682,113,15.18084172,202.5542105,78,18.19250683,164.6132361,86,7.547758216,8.521313549,5,2.409876349,4,yes
7296,OR,175,24,NO,3,2,area_code_415,no,no,2,227.732697,107,37.24014154,169.3780883,126,13.95981465,306.0969146,98,13.54840913,5.370777554,2,1.512494154,0,yes
7297,CT,39,12,No,7,7,area_code_415,no,no,2,155.0451343,101,25.06072102,318.4260896,84,26.58230904,217.2742097,110,10.60063655,11.67797816,8,3.223846298,1,no
7298,UT,67,15,NO,1,3,area_code_510,no,no,0,213.7759432,82,37.11648029,244.4798178,82,20.1007989,84.39827701,95,3.702852382,13.98255837,2,3.512293175,2,yes
7299,FL,98,17,No,24,9,area_code_408,no,no,2,175.8280313,68,31.90994712,245.7229133,127,20.69651025,189.3827408,79,8.878623878,8.877578068,3,2.237436483,0,no
7300,MT,4,18,No,7,6,area_code_415,no,yes,30,275.8960852,99,45.31616322,153.253735,101,12.84526918,273.7890711,118,12.06605831,12.26759318,2,3.427501013,1,no
7301,NV,92,8,No,8,8,area_code_510,no,yes,42,147.2018287,96,24.64893614,150.0928087,71,12.82248433,162.6625154,118,7.129237773,8.537206187,2,2.3243455,2,no
7302,NY,68,19,NO,1,5,area_code_415,no,no,0,277.9770967,81,47.39504026,150.8044957,139,13.137128,268.9748777,116,12.36079615,14.83389791,1,3.8078524,3,yes
7303,NE,88,23,No,10,8,area_code_415,no,no,2,112.0322098,111,19.0045083,292.0839187,127,25.04361696,201.781718,70,9.402960624,13.65996338,4,3.754466377,0,no
7304,OR,115,22,No,7,1,area_code_408,no,no,1,139.9244787,40,22.38329937,240.7596039,100,19.97869665,216.974321,117,9.73576075,12.76713122,8,3.27603441,1,no
7305,IL,67,14,No,13,3,area_code_415,no,no,2,119.6143249,122,19.56388562,230.7361034,127,19.43160575,181.5548096,105,8.439758993,12.92162503,7,3.402536602,0,no
7306,MO,96,12,No,17,9,area_code_415,yes,no,2,135.7436619,102,21.52829265,271.8722531,92,24.1380736,285.6102335,109,13.21760751,9.055006093,4,2.552771182,2,no
7307,IL,16,11,No,7,10,area_code_415,yes,no,2,119.3016035,93,19.09112531,160.7203922,75,12.76427829,186.4555655,74,8.144756135,6.641585258,8,1.81396617,0,no
7308,RI,102,8,No,7,7,area_code_510,no,no,1,224.209932,113,37.20745044,242.4713627,88,20.74456452,230.0208159,95,10.20551985,15.43699856,8,4.210796509,3,no
7309,OR,169,10,No,21,6,area_code_415,no,no,1,211.7146644,99,35.93206363,188.7114594,100,16.5858361,225.7393118,89,9.785858161,13.35244263,8,3.570548344,0,no
7310,ID,102,20,No,18,6,area_code_415,no,no,1,142.840293,110,26.86036965,93.30587074,114,8.629869504,224.0125134,97,10.32359713,11.94497279,5,3.147508689,0,no
7311,ME,80,10,No,1,7,area_code_408,no,no,0,324.4455244,109,55.99971485,233.4042882,98,18.54724304,161.0627006,127,7.602196667,6.09266458,9,1.715583458,0,yes
7312,NH,92,19,No,8,3,area_code_415,no,no,2,195.6073848,86,35.7112203,216.5436974,89,19.75898309,242.1956839,98,11.53928691,11.73484997,2,2.981555452,2,no
7313,AK,109,11,No,22,7,area_code_415,no,yes,31,225.8703716,125,37.20054302,175.0700127,81,14.74585816,200.4221743,98,9.416027041,8.857919258,3,2.293419311,1,no
7314,OK,121,12,Yes,6,6,area_code_510,no,no,1,285.7735522,80,45.96086209,299.5682812,92,25.31447318,188.7738874,89,8.648959491,8.975294472,5,2.385255005,0,yes
7315,NC,53,20,No,21,7,area_code_510,no,no,0,2.253772021,96,0.199583532,233.346288,79,19.0667848,170.8234407,92,7.795886329,12.89054506,4,3.39068313,1,no
7316,WI,166,17,No,13,9,area_code_415,no,no,0,116.0803319,104,18.84473577,201.1891973,136,17.22153888,150.9860093,116,6.586375344,13.64562638,3,3.76796423,1,no
7317,OR,119,10,No,19,7,area_code_408,no,no,2,132.6000265,36,23.37747298,251.4587585,98,20.78202512,215.5649988,119,9.313573774,12.99956891,8,3.366535903,1,no
7318,ND,98,19,No,2,10,area_code_415,no,yes,27,120.4362312,94,19.98397802,174.2796567,108,14.88907481,240.5320434,103,10.83028748,10.07636369,6,2.778382829,1,no
7319,CO,83,18,No,13,6,area_code_415,no,no,1,200.1545036,116,35.17084929,210.4833243,91,17.79878379,189.2125979,102,8.06816827,12.82293302,3,3.29081971,0,no
7320,ME,66,19,No,23,9,area_code_510,no,no,2,197.3321704,97,34.76720932,246.5424938,82,21.00588726,267.9120567,87,12.1694329,6.342881203,6,1.640981269,3,no
7321,NV,178,24,No,3,4,area_code_408,no,no,1,279.2530726,149,47.33879838,197.1989906,67,16.45739507,145.4236637,123,6.776037377,13.8463976,4,3.575228714,1,no
7322,MA,66,12,No,9,9,area_code_510,no,no,0,209.3002543,95,33.18574046,258.1448552,53,22.29063189,208.8979257,90,9.326752022,11.31290736,5,3.147618334,0,no
7323,GA,161,8,No,21,8,area_code_415,no,no,1,164.9414851,100,28.76712048,251.8747832,109,21.99935442,232.0638683,130,9.940901025,15.86722877,2,4.246946718,0,no
7324,OK,69,14,No,22,6,area_code_415,no,no,2,125.6945498,127,23.24460322,217.0129164,90,19.34613838,216.6323249,91,9.379315423,8.093500599,8,2.359815219,2,no
7325,AK,50,24,No,3,10,area_code_415,no,yes,14,261.9936799,102,41.9324023,181.3218798,73,16.14374948,261.9697882,133,11.55909643,10.24874077,4,2.72820382,2,no
7326,ME,105,11,No,14,4,area_code_415,no,no,0,215.1188382,106,37.63249546,232.4721603,92,18.88860867,219.3783594,84,10.42866998,8.525207772,10,2.249997894,1,no
7327,CA,116,9,No,2,10,area_code_510,no,no,3,126.2009662,92,22.25548187,206.5944723,107,18.23694395,254.3598788,111,10.8996965,6.438907144,8,1.724343278,1,no
7328,IA,50,18,No,19,8,area_code_408,no,no,0,190.8478821,111,30.03929349,273.5382926,97,23.15186455,217.720474,80,9.971986077,7.973384224,5,2.044858769,3,no
7329,AK,58,24,No,20,10,area_code_510,no,yes,40,127.7735958,62,22.60236579,163.8370509,133,14.1861194,195.4742959,102,8.72672948,14.40309477,5,3.810751226,3,no
7330,ID,68,11,Yes,1,5,area_code_415,no,yes,29,182.4104621,111,31.23557545,193.601099,69,16.32659265,164.6503102,101,7.772066022,11.20924058,3,3.123496957,1,no
7331,IA,64,22,No,22,9,area_code_415,no,no,2,137.0252486,99,20.99999848,215.4231267,113,17.04466878,182.4135672,116,8.397711453,11.83696434,4,3.090276471,1,no
7332,CO,92,11,No,5,7,area_code_408,no,no,2,106.0202361,103,18.85292249,198.9395638,102,17.80649955,191.750596,137,8.190122444,9.194447255,6,2.644071005,0,no
7333,MN,33,17,No,21,7,area_code_408,no,no,2,53.56048453,72,9.889882058,163.159939,96,14.61782738,246.7307698,97,11.00673367,10.13786223,9,2.738859536,1,no
7334,SD,105,23,No,5,6,area_code_415,no,no,0,100.3362369,109,17.91727394,275.7745025,97,23.64355473,228.3198669,106,10.34499415,6.141831207,4,1.847462834,1,no
7335,FL,118,19,No,19,7,area_code_415,no,no,3,112.7972951,97,18.37378571,151.6211852,85,13.04310744,250.3628011,107,11.35119273,9.545025223,6,2.534116286,2,no
7336,MI,64,13,No,20,9,area_code_510,no,yes,36,230.4903125,89,39.19437446,154.5704549,103,13.73979377,257.4117947,134,12.33132306,7.986350497,7,1.995460203,1,no
7337,MT,157,14,No,11,9,area_code_408,no,no,2,236.2545431,67,39.11685832,152.2223092,95,12.40221133,237.3263601,77,11.45530659,10.61452845,6,2.891074411,2,no
7338,ME,31,23,No,4,7,area_code_415,no,no,0,243.558039,100,38.90657243,173.1982225,90,14.98389078,285.9793698,115,13.0878011,9.754137978,3,2.526933551,3,no
7339,VT,137,17,No,19,8,area_code_510,no,no,1,98.51889528,91,16.49399516,192.8695669,83,15.71513997,284.2766753,78,12.6841612,0.798014481,1,0.08809268,1,no
7340,WV,178,21,No,3,8,area_code_510,no,no,2,119.4932676,107,18.36561756,97.07367933,113,8.440168526,175.114472,112,7.289448378,7.139966391,7,1.999430572,1,no
7341,CT,75,14,Yes,1,3,area_code_408,no,no,2,145.5495322,93,25.06478016,246.2895457,127,20.00974424,195.5852367,110,8.250988411,7.18709982,2,2.146884452,1,no
7342,OK,74,22,No,21,7,area_code_510,no,no,3,200.6174,84,35.39817614,320.3592458,92,26.66620689,203.301015,116,9.082870836,13.24782846,3,3.561033739,1,no
7343,MD,89,19,NO,1,3,area_code_408,yes,no,2,315.9059514,108,52.80041872,143.5129056,96,12.20904636,235.5692038,71,9.950009096,10.60252129,3,2.957474909,0,yes
7344,NV,108,20,NO,2,1,area_code_408,no,yes,39,271.0301301,64,47.18577073,245.3488879,110,20.18161392,188.9020347,55,8.297040816,7.883240424,7,2.003218856,1,yes
7345,VT,87,11,No,10,3,area_code_510,no,yes,41,135.1265373,92,21.74727355,177.2026443,66,14.80233246,250.2369384,103,11.23347537,10.43096306,4,2.741473614,5,no
7346,MO,92,11,No,1,4,area_code_415,yes,no,1,169.7169884,85,29.17026351,272.2403769,118,23.06099665,206.51755,90,9.404302027,11.21423482,3,3.194802166,1,yes
7347,NV,167,18,No,2,8,area_code_415,no,no,1,117.8485451,90,20.47108589,186.2492014,116,15.55815756,201.3254793,101,8.98851081,11.3975431,4,3.188046693,2,no
7348,IA,117,12,No,13,10,area_code_415,no,yes,34,299.9500151,85,51.5051027,163.2208461,77,14.98640348,154.4265154,89,6.886616611,11.28691734,5,2.975875279,0,no
7349,WV,149,14,No,23,10,area_code_408,no,yes,34,54.10817867,79,9.856677709,184.2630374,86,16.79240819,145.5332566,77,6.882242747,14.86139662,1,3.99985324,1,no
7350,AZ,67,20,Yes,2,3,area_code_415,no,yes,19,168.3641654,79,29.30532057,248.4817639,103,21.18250827,161.6940437,101,7.343188678,12.58169269,4,3.489797459,3,no
7351,NH,18,9,No,23,5,area_code_408,no,yes,29,152.2503472,142,25.95628238,214.8228589,130,17.05201615,281.9401463,104,13.12963168,11.10947933,3,3.086350443,2,no
7352,FL,99,20,No,3,3,area_code_415,no,no,3,302.6410042,96,53.47516775,171.2976223,93,14.47017728,137.9951028,101,5.537806835,10.25110384,6,2.932446424,1,yes
7353,OH,102,15,No,13,9,area_code_415,no,no,2,202.9812175,63,34.53358421,155.4831712,114,13.15201334,293.8941527,110,13.08422986,13.3345072,1,3.607653372,2,no
7354,NJ,25,9,No,23,10,area_code_510,no,no,1,233.0525351,132,38.9135072,215.3473822,108,17.45217702,196.1762435,120,8.551160664,11.21727138,8,3.041780885,0,no
7355,SC,98,21,No,6,2,area_code_408,yes,no,1,280.0271119,155,46.44866737,264.1145629,70,22.61188516,192.2141023,88,8.727541426,11.69790868,3,3.080796589,3,yes
7356,NJ,75,21,No,9,6,area_code_415,no,no,1,230.2082638,91,39.32179325,209.7824084,79,18.23652799,252.4746083,77,10.70512233,9.277520022,7,2.665468351,2,no
7357,DE,120,18,NO,3,6,area_code_415,no,no,1,247.2104747,91,41.95650134,205.564632,86,16.97861835,253.3504638,86,11.23373413,9.031912932,4,2.470776546,5,yes
7358,OK,72,10,No,11,3,area_code_415,yes,yes,35,251.1666775,106,42.8091963,224.2021776,80,18.9615762,156.6417717,65,6.799657744,11.81561839,4,3.060874976,0,no
7359,SC,123,15,No,13,6,area_code_510,no,no,0,191.0439755,98,31.37968864,131.4774333,105,11.1184658,254.98943,106,11.24675502,7.151662677,7,2.089517201,1,no
7360,NH,132,23,No,2,1,area_code_415,yes,no,0,324.1943771,101,55.72282786,129.7244944,90,12.12892258,209.7740869,93,9.565328691,12.48074272,8,3.296672643,1,yes
7361,MA,96,23,Yes,2,1,area_code_415,yes,no,1,271.3852237,131,47.27519996,234.2745724,111,20.45636904,171.8006938,119,7.935920525,6.579284911,9,1.832162955,5,yes
7362,TX,116,10,No,4,1,area_code_415,no,no,1,78.70490999,104,13.20908568,268.8021336,91,22.44012018,144.189255,95,7.013392126,14.62922246,9,4.033904453,2,yes
7363,RI,124,13,No,18,6,area_code_510,no,no,0,220.2607049,80,37.98756392,235.8599475,77,21.11512067,206.3962066,66,9.246331514,9.974409665,3,2.462283986,0,no
7364,NH,152,20,No,3,7,area_code_510,no,no,1,160.0727103,101,29.01138013,247.132451,127,20.66250418,242.231044,95,11.42600364,10.88667044,4,2.810295523,1,no
7365,ME,13,24,No,1,1,area_code_510,no,no,1,110.861323,71,20.08997009,163.240479,98,14.56110802,260.6566633,130,12.21436911,6.171489965,2,1.86432637,1,yes
7366,WI,107,23,No,8,7,area_code_408,no,yes,14,123.7525708,106,21.1239267,163.6867064,103,13.88621473,298.7073266,93,14.19297269,7.172847452,3,2.08121025,3,no
7367,AZ,64,8,NO,2,6,area_code_510,no,no,2,150.1600961,137,23.98559059,209.4309901,123,17.04047941,152.3581495,97,6.308811442,9.554191386,3,2.563394128,4,yes
7368,OK,114,12,No,12,9,area_code_415,no,no,1,220.2567952,94,36.24394522,185.8207723,111,15.37336693,192.6248202,123,8.005669282,6.28841312,3,1.687666536,2,no
7369,SD,129,22,No,15,7,area_code_510,no,yes,34,264.977123,109,46.96655627,220.3594842,105,18.90301303,106.2198563,99,4.927485732,10.44487747,3,2.815166271,0,no
7370,SC,142,10,No,15,9,area_code_510,no,no,2,206.6793371,96,35.62024809,194.9488734,92,15.69711937,220.7496559,132,9.92850484,6.523708199,7,1.770316445,1,no
7371,TN,64,8,No,10,10,area_code_510,no,no,1,196.0460621,73,33.49083649,216.5760604,108,18.39421779,262.1374372,116,12.34656158,12.39311484,4,3.302332105,3,no
7372,AR,78,17,No,19,7,area_code_415,no,yes,34,241.5844153,97,39.75759743,92.6717345,119,8.717339238,223.7403096,88,10.65808146,12.170709,4,3.411876298,1,no
7373,WV,93,11,No,24,7,area_code_510,no,yes,17,179.0366559,104,30.86738687,86.74223329,128,7.308874873,184.9871771,89,8.260607911,12.67201297,3,3.370251477,2,no
7374,ME,53,17,No,21,8,area_code_415,no,yes,32,210.8099884,101,33.62216665,216.2561483,79,19.06585045,219.2117822,92,10.10584601,11.0916362,11,3.082436473,2,no
7375,MO,96,23,No,7,6,area_code_415,no,no,2,81.34879516,97,12.60729481,219.1588727,68,19.66972464,348.741085,70,15.39242254,12.39765988,3,3.240886425,0,no
7376,VA,128,12,No,10,9,area_code_415,no,no,1,156.9058615,106,24.4714485,141.3841884,112,12.2025561,55.85556997,97,2.224797255,10.26397803,3,2.727678789,0,no
7377,MN,118,8,No,6,7,area_code_408,no,no,1,195.8005128,84,34.37998446,259.6190071,106,21.94419891,250.7031608,106,11.27282363,12.59167023,3,3.49299279,1,no
7378,IN,96,20,Yes,1,2,area_code_408,no,no,2,151.1375456,105,24.72767689,153.2487371,96,13.03779442,193.658648,83,8.144113033,8.572282022,5,2.196067686,4,yes
7379,ME,14,18,No,17,6,area_code_510,no,no,2,244.0726745,71,39.54928195,211.7937876,116,18.19054161,227.4151475,83,10.57380332,14.07753262,6,4.028181023,2,no
7380,UT,144,21,No,17,10,area_code_415,no,no,1,169.4404353,120,28.59333762,195.9996448,103,15.3940694,171.841773,127,7.869152888,10.83930707,5,2.843888856,1,no
7381,AL,65,13,No,18,10,area_code_408,no,yes,26,180.3538328,106,30.03967739,308.11431,131,26.76708209,167.8258688,122,7.542127835,9.983894386,7,2.440936561,1,no
7382,MD,76,18,No,19,5,area_code_408,no,yes,38,109.4222737,84,20.0717348,126.4099977,99,11.48905436,240.8634829,83,11.18768356,10.19155258,2,2.781992918,0,no
7383,AR,106,8,No,2,1,area_code_415,yes,no,3,134.1803429,105,23.20693069,197.5815628,89,15.90230541,242.2549322,129,11.30451604,12.05274959,2,3.313431198,3,yes
7384,KY,6,20,No,9,9,area_code_510,no,yes,31,217.6664579,103,36.91922834,163.5112622,108,14.54029049,237.7608541,123,11.14201256,11.01302425,4,3.05700016,2,no
7385,KS,143,17,No,15,8,area_code_408,no,yes,25,185.0518667,86,31.42250485,250.4484603,92,20.81916923,222.8010038,129,10.22840683,11.71310266,3,3.08046529,1,no
7386,KS,99,12,No,3,8,area_code_415,no,no,1,260.3438565,113,44.16953017,95.51128406,109,8.753235016,120.1512873,143,6.148602602,9.919020757,5,2.516304084,1,no
7387,ME,154,12,No,7,2,area_code_415,no,yes,28,207.6638147,98,34.51067262,102.037101,115,7.761677161,260.336371,126,12.16258352,11.91449577,5,3.185333958,0,no
7388,NJ,128,19,No,6,2,area_code_415,no,no,2,111.8320669,91,19.51027502,200.4634061,79,17.3307552,194.9560734,155,8.757849809,13.20167858,11,3.742059325,4,yes
7389,MO,119,14,No,14,6,area_code_408,no,yes,34,150.4178277,77,26.34189154,206.5779201,126,17.69034059,173.7875816,101,7.87158356,12.83272634,2,3.371831811,3,no
7390,NY,134,21,No,22,9,area_code_415,no,no,1,141.9465206,94,26.73626051,201.4925932,98,17.58267599,215.1781288,93,8.994024794,10.80411079,2,2.801455406,1,no
7391,WV,62,24,No,5,6,area_code_415,no,no,1,233.9945573,129,39.47238423,146.537548,59,12.27112382,184.3112484,86,8.003519886,8.177594802,3,2.1624019,3,no
7392,WV,9,11,No,19,9,area_code_408,no,no,1,185.2511928,83,31.22012202,172.2537236,104,14.42581303,234.2429468,92,10.61243264,12.42179902,4,3.354987307,4,no
7393,IL,49,23,No,18,4,area_code_415,no,yes,36,214.6190014,105,36.82747352,179.0904557,93,12.93937956,233.6543776,70,9.780651055,14.39707897,7,3.776721078,0,no
7394,MS,135,17,No,6,9,area_code_415,no,yes,28,185.8003989,99,31.49599058,200.6001082,92,17.38863959,249.089424,93,10.71947048,6.517199601,3,1.661242667,2,no
7395,CA,101,20,No,3,1,area_code_415,no,yes,29,106.1689477,114,19.41977899,249.8618978,119,20.75658631,319.4164078,98,14.5278389,8.429436944,4,2.371905215,4,yes
7396,KY,50,24,No,15,5,area_code_415,no,yes,31,275.5372872,120,45.65466332,231.1471867,104,18.88222761,248.6364635,95,10.92398105,13.40860057,3,3.256922119,1,no
7397,NE,71,17,No,1,9,area_code_408,no,no,1,255.0242366,115,43.56457962,144.2718757,94,12.80698036,148.9426359,73,6.495498305,13.44106384,5,3.679157256,0,no
7398,MN,123,23,No,13,2,area_code_408,no,no,0,242.1861607,80,41.34506026,261.9386628,87,22.79645526,221.9364071,96,9.999234002,13.3182222,7,3.731765576,2,no
7399,CA,143,14,No,4,9,area_code_415,no,no,2,110.6138662,76,18.16401192,151.9670298,118,12.33340506,201.6515768,84,9.278481711,9.918697317,7,2.640901619,1,no
7400,AK,102,8,No,3,6,area_code_415,no,yes,30,218.2673262,131,37.81312504,165.8438032,78,14.35162479,216.7936851,103,8.904266792,8.930768996,4,2.163459199,1,no
7401,WV,128,16,No,4,4,area_code_510,no,no,1,256.879755,97,42.38606853,216.9165062,116,19.24269809,194.7290087,95,8.01366376,11.95059737,3,3.046023406,1,yes
7402,VT,42,22,No,24,3,area_code_415,no,no,1,219.8009704,116,36.76117418,290.8691994,52,24.47289726,138.7999387,116,6.405565058,14.74832927,5,3.809558377,2,no
7403,NY,76,15,No,13,9,area_code_415,no,no,2,212.7924556,109,38.4519476,216.6580161,96,18.97547544,143.3655247,84,7.042390396,11.56895665,3,3.069927861,2,no
7404,NY,120,20,No,7,9,area_code_408,no,yes,30,67.04416488,108,8.972028738,161.9350552,102,14.73080069,131.2286481,105,5.540577566,13.90258216,7,3.751390995,0,no
7405,NJ,74,21,NO,7,2,area_code_415,no,no,2,236.491691,94,41.32628446,153.402386,136,13.27534885,248.7684361,73,11.10328502,9.134017974,3,2.498463399,2,yes
7406,MN,151,13,No,6,8,area_code_415,no,no,2,148.5244484,138,24.90498773,214.200361,99,16.82530339,227.930861,102,10.15317311,13.64072864,4,3.616295956,1,no
7407,ND,144,9,No,7,2,area_code_415,no,no,2,242.1007597,117,40.0085074,283.2574285,86,24.06928188,247.6976068,116,11.54526328,9.538664144,7,2.557450648,1,yes
7408,WV,80,18,Yes,2,6,area_code_415,no,no,1,141.1129345,122,26.61855898,168.2426369,75,13.94389193,222.3728539,126,10.37832654,7.853159001,4,1.899969653,0,no
7409,WV,104,9,No,24,5,area_code_415,no,no,2,179.8239241,99,30.25007481,226.4162862,107,18.7129877,152.8171746,110,6.26256423,7.826489223,9,2.026347601,3,no
